age,gender,income,daily_gaming_hours,weekly_sessions,years_gaming,sleep_hours,caffeine_intake,exercise_hours,stress_level,anxiety_score,depression_score,social_interaction_score,relationship_satisfaction,academic_performance,work_productivity,addiction_level,multiplayer_ratio,toxic_exposure,violent_games_ratio,mobile_gaming_ratio,night_gaming_ratio,weekend_gaming_hours,friends_gaming_count,online_friends,streaming_hours,esports_interest,headset_usage,microtransactions_spending,parental_supervision,loneliness_score,aggression_score,happiness_score,bmi,screen_time_total,eye_strain_score,back_pain_score,competitive_rank,internet_quality
34,Male,16051,5.69,33,3,6.19,1.06,0.65,7,6.68,5.97,7.98,6.53,82.66,63.8,4.79,0.24,0.28,0.37,0.81,0.67,15.36,23,407,1.81,8,0,1476.33,2,4.85,6.79,3.79,30.68,10.69,3.49,5.76,25,5
32,Female,59418,3.93,1,12,5.08,3.72,0.5,8,6.15,0.41,5.39,8.12,90.64,58.72,3.31,0.39,0.07,0.45,0.32,0.16,14.15,26,272,1.33,0,0,164.4,6,4.05,1.99,3.95,21.25,6.1,2.35,3.31,84,1
38,Male,11306,3.36,23,18,6.15,0.44,1.71,4,5.69,0.59,9.42,9.16,68.33,84.96,2.43,0.26,0.3,0.3,0.46,0.71,3.18,7,479,2.69,2,1,148.33,1,6.1,3.37,7.65,19.48,4.27,8.14,5.89,14,3
29,Female,96235,4.23,34,21,6.13,1.69,0.89,5,3.41,9.52,4.81,10.0,47.38,82.96,2.37,0.32,0.13,0.67,0.64,0.33,8.61,12,87,2.1,7,0,389.88,5,4.38,3.54,5.26,22.24,7.93,7.48,0.0,92,2
19,Female,25293,3.54,10,24,4.94,0.3,5.17,2,5.82,7.42,0.0,6.34,56.67,77.52,2.94,0.31,0.32,0.54,0.55,0.11,7.63,1,39,1.36,7,1,247.6,4,6.7,6.48,6.35,22.07,6.68,3.07,1.37,97,2
56,Other,56288,2.7,3,11,6.46,2.74,3.26,10,3.85,4.09,5.84,8.04,63.0,85.23,3.68,0.5,0.28,0.45,0.09,0.65,0.78,24,419,0.29,3,1,50.8,9,3.13,4.67,6.7,26.66,7.22,9.47,5.55,26,3
34,Male,90469,10.09,30,7,10.49,3.33,0.29,4,2.29,3.02,3.58,2.9,70.14,71.4,8.39,0.48,0.03,0.08,0.96,0.32,8.27,17,115,1.94,9,1,480.83,2,6.61,4.18,8.83,24.85,16.56,1.66,6.17,72,2
59,Male,119410,3.64,2,5,9.5,0.56,2.3,4,5.4,3.83,5.38,7.03,79.73,76.16,3.93,0.5,0.12,0.18,0.24,0.77,8.94,23,484,0.91,10,1,540.45,4,6.71,6.21,9.2,29.13,6.67,3.33,5.94,79,9
58,Female,17728,2.51,32,11,7.79,15.23,1.63,8,2.77,5.43,2.89,4.63,92.53,76.02,2.0,0.47,0.52,0.63,0.6,0.81,2.93,24,478,1.21,9,1,35.96,5,5.33,5.45,3.83,21.52,5.37,3.9,3.18,77,7
13,Female,19722,2.16,15,24,7.12,0.79,0.5,3,2.72,0.0,6.06,8.15,80.7,59.44,2.71,0.38,0.32,0.33,0.2,0.89,8.32,27,281,2.64,8,1,60.54,4,7.35,4.63,5.39,29.17,3.17,2.98,4.17,28,2
55,Male,128429,1.88,38,8,5.73,0.79,0.6,4,1.12,3.82,6.61,4.84,71.44,78.7,1.66,0.2,0.41,0.3,0.21,0.2,1.69,14,155,7.51,10,1,277.58,4,3.83,4.63,6.94,26.41,2.97,7.38,7.65,60,3
41,Male,94900,4.33,30,18,8.92,1.82,6.12,4,6.13,2.56,5.62,4.03,60.48,79.5,1.94,0.43,0.23,0.44,0.64,0.74,2.96,20,441,2.32,0,0,173.52,5,6.03,4.01,4.73,28.26,6.69,1.74,2.84,38,1
21,Male,75653,4.25,32,24,7.59,4.15,5.85,4,6.71,6.51,5.99,2.84,93.55,78.2,3.08,0.56,0.31,0.17,0.34,0.6,4.02,45,325,0.23,2,0,236.04,8,6.78,4.13,5.82,29.83,11.45,6.93,2.09,31,4
36,Male,81648,1.47,14,20,8.51,0.85,0.14,9,3.88,6.7,8.87,9.13,48.0,55.56,1.42,0.71,0.39,0.49,0.75,0.57,5.29,18,359,0.75,8,1,330.4,8,5.91,1.92,7.23,27.36,3.28,3.61,0.0,64,3
35,Female,69630,2.35,26,12,6.65,2.74,3.62,1,4.72,3.47,9.55,4.53,95.29,76.43,1.98,0.59,0.31,0.47,0.68,0.39,13.03,3,370,2.35,1,0,635.31,1,7.15,3.93,3.43,23.5,7.54,5.14,3.2,80,6
34,Female,37844,5.13,37,24,6.52,3.71,2.33,9,4.73,2.36,8.89,7.43,70.05,80.24,4.27,0.85,0.26,0.51,0.74,0.5,2.68,1,140,1.29,1,0,2522.18,5,0.86,5.84,6.19,20.16,11.75,9.16,3.55,58,5
57,Female,81518,3.92,25,16,8.15,4.03,2.19,3,2.93,4.23,5.85,5.01,67.71,91.12,3.45,0.19,0.12,0.57,0.69,0.7,5.58,6,219,2.95,3,1,120.59,3,1.86,4.93,8.18,22.97,14.44,4.07,3.65,75,9
31,Male,80556,3.67,17,22,5.74,1.11,3.54,6,5.44,4.59,5.16,4.52,74.17,65.24,1.38,0.84,0.16,0.04,0.31,0.6,9.86,41,151,1.37,7,0,1368.13,9,2.2,8.19,8.23,20.73,4.43,7.53,4.79,97,4
24,Female,92825,4.47,24,1,6.43,0.71,0.64,7,3.13,6.71,7.51,7.89,100.0,84.16,3.81,0.58,0.22,0.1,0.75,0.47,6.54,43,312,1.36,8,0,170.08,9,6.96,4.21,4.89,23.45,8.73,4.48,4.68,91,7
56,Female,99113,4.04,21,17,9.21,0.2,5.73,8,3.71,7.54,5.96,8.48,53.31,32.25,4.28,0.63,0.44,0.27,0.63,0.59,3.57,11,407,3.02,4,0,152.48,0,2.59,4.38,7.63,18.85,13.95,3.86,5.06,8,8
20,Male,69593,2.83,2,9,5.44,1.99,0.99,4,2.52,6.15,7.08,8.2,57.09,64.51,2.61,0.46,0.35,0.72,0.36,0.59,0.72,43,29,2.5,2,1,213.25,6,2.74,6.58,7.07,25.0,7.49,4.12,4.51,27,7
39,Male,27190,5.01,34,4,7.04,0.48,1.26,10,5.07,1.98,10.0,8.98,91.55,79.54,4.65,0.42,0.16,0.47,0.56,0.21,4.85,16,69,3.83,5,1,1086.89,5,5.46,4.61,7.33,19.42,9.72,4.66,5.32,55,10
43,Female,47238,0.97,2,7,6.48,0.07,1.15,7,0.29,1.56,3.21,4.6,73.12,79.01,0.88,0.76,0.5,0.36,0.29,0.36,14.73,12,80,1.87,10,0,1071.61,0,4.98,3.14,5.72,24.31,5.75,4.58,3.4,34,2
19,Female,141754,8.9,6,4,9.37,1.94,2.77,5,7.54,4.13,4.48,2.25,94.71,56.99,6.79,0.97,0.3,0.4,0.54,0.6,2.93,20,389,1.25,2,1,313.68,6,3.97,10.0,5.09,29.14,11.39,4.46,4.63,62,3
45,Female,78430,7.1,25,7,7.32,1.61,1.45,5,1.93,8.28,8.28,4.98,83.05,56.94,4.45,0.53,0.03,0.76,0.88,0.57,6.0,37,221,0.75,9,1,233.67,0,3.82,5.26,6.35,21.71,8.06,3.82,4.87,54,6
13,Female,15995,5.91,33,2,5.81,0.79,5.77,6,3.22,3.09,2.15,5.28,69.59,78.08,6.12,0.31,0.46,0.27,0.57,0.64,7.93,15,265,2.42,8,0,95.66,1,5.68,1.41,7.63,22.8,9.71,6.85,3.83,34,4
20,Female,15268,0.65,30,5,7.2,2.11,0.56,4,4.67,3.67,5.42,9.13,78.72,64.15,0.21,0.38,0.06,0.64,0.68,0.06,7.32,5,79,1.71,3,1,203.98,3,3.75,0.98,6.79,27.75,1.34,5.48,6.85,14,5
33,Male,111989,1.59,37,8,6.14,1.64,3.1,4,2.77,0.7,6.8,7.94,77.92,70.81,2.52,0.37,0.08,0.56,0.51,0.97,3.42,24,204,0.4,0,0,322.27,2,4.8,8.97,5.89,25.39,7.01,6.05,3.4,74,3
17,Female,118938,5.69,32,20,6.41,0.69,1.95,7,8.72,5.55,6.14,5.71,97.69,88.56,2.85,0.72,0.09,0.79,0.76,0.54,3.38,6,450,4.5,7,1,1203.7,6,7.79,8.61,5.69,22.89,8.2,4.53,6.72,80,2
43,Male,111550,8.75,14,19,5.07,2.82,1.89,1,5.69,10.0,7.17,8.7,60.19,57.51,7.19,0.31,0.17,0.58,0.39,0.49,10.6,40,453,1.57,5,0,1391.27,5,3.22,8.35,6.18,27.17,15.02,7.11,2.88,53,1
36,Male,75054,3.25,28,2,8.23,0.18,2.1,8,3.37,5.09,8.61,6.31,79.68,41.3,2.72,0.18,0.32,0.32,0.95,0.48,9.05,40,78,2.79,2,1,275.99,2,7.07,4.92,7.69,25.01,13.61,8.48,7.52,4,7
47,Male,58142,4.67,8,19,7.12,0.71,4.15,6,2.93,6.03,2.72,6.48,70.17,53.51,5.25,0.71,0.19,0.33,0.47,0.58,8.27,44,363,5.75,2,1,59.37,5,3.4,2.79,6.76,20.87,6.68,4.54,5.78,68,7
28,Male,54346,18.27,15,14,3.14,0.09,0.52,10,4.21,5.18,6.91,9.36,58.64,94.16,10.0,0.28,0.02,0.31,0.64,0.79,8.26,21,431,1.12,8,1,186.09,1,3.2,5.88,6.48,22.81,23.68,5.41,2.59,87,1
49,Female,5495,3.22,28,14,6.08,1.59,5.88,9,3.35,4.83,3.4,7.66,64.98,83.63,1.97,0.39,0.17,0.67,0.38,0.6,2.3,9,295,3.45,10,0,65.84,3,5.85,2.83,7.39,23.64,4.16,4.9,1.7,96,6
51,Female,127908,0.91,10,10,5.6,0.08,0.02,7,6.2,6.5,9.63,5.41,73.33,48.98,0.41,0.15,0.27,0.79,0.3,0.3,8.77,35,386,1.88,7,0,316.72,2,7.2,2.43,5.44,24.09,4.97,6.13,5.1,45,7
30,Female,57046,0.36,20,7,5.7,4.22,2.25,8,3.95,0.0,6.27,6.33,78.64,84.69,0.0,0.35,0.68,0.19,0.43,0.32,7.89,22,142,1.73,1,0,92.27,6,6.9,3.28,4.83,27.6,3.23,4.56,3.25,78,6
37,Female,65497,1.9,4,14,9.32,1.14,0.78,9,3.91,4.37,5.07,7.92,74.07,89.32,2.29,0.68,0.11,0.16,0.32,0.29,7.17,36,100,1.41,0,0,266.06,5,6.92,7.38,2.92,22.16,2.11,3.69,3.34,22,4
23,Female,131037,8.23,21,22,4.77,0.97,2.6,9,5.91,3.85,8.56,8.02,62.17,55.13,5.01,0.38,0.12,0.45,0.56,0.44,5.37,17,70,1.74,5,1,141.02,4,6.17,7.98,4.91,18.16,12.05,3.09,3.64,77,3
28,Male,106839,3.23,12,19,7.88,3.66,0.04,7,6.29,6.05,3.94,7.77,59.27,87.93,1.17,0.58,0.33,0.48,0.27,0.44,5.98,31,53,0.46,2,1,72.81,9,6.72,6.95,7.39,19.14,5.17,7.6,4.75,93,2
18,Male,90152,5.12,21,14,6.94,2.87,1.33,3,3.08,6.18,3.97,5.41,52.64,47.58,4.63,0.1,0.09,0.1,0.57,0.87,7.67,5,180,3.25,4,1,343.5,4,5.96,1.06,3.16,28.15,6.01,5.19,3.02,22,1
53,Female,110738,4.08,39,17,4.25,0.99,0.34,6,7.45,5.48,6.07,7.5,79.01,86.31,3.8,0.54,0.46,0.13,0.13,0.61,5.16,40,203,2.01,3,1,435.9,5,4.6,5.8,8.3,23.43,7.87,2.99,6.12,38,10
20,Male,51339,3.52,20,23,9.43,4.16,0.05,10,8.61,9.35,9.37,8.08,71.61,67.46,0.87,0.64,0.23,0.33,0.62,0.39,4.75,27,436,1.91,10,0,80.15,7,6.27,6.66,5.5,14.12,5.94,5.58,3.01,81,1
58,Female,104399,3.11,26,20,7.19,0.31,2.72,3,4.2,2.71,5.72,9.1,83.03,81.45,1.64,0.15,0.28,0.21,0.61,0.84,13.91,7,143,0.2,1,1,616.54,6,2.82,8.26,5.37,27.09,7.66,5.95,3.91,8,3
51,Female,126122,2.97,1,16,7.31,5.76,0.63,3,5.45,5.59,5.75,9.42,47.02,64.99,1.73,0.27,0.31,0.5,0.35,0.19,7.6,47,289,1.61,10,1,129.64,0,6.28,0.0,4.19,29.66,8.21,8.46,3.74,59,6
39,Female,121357,0.9,16,4,5.7,3.06,1.38,6,3.66,5.67,3.66,3.89,60.3,86.24,0.0,0.81,0.3,0.19,0.64,0.42,1.06,17,13,2.18,9,0,726.13,0,6.28,1.36,1.44,27.13,5.75,2.46,5.79,44,3
50,Male,16732,2.07,8,4,6.51,2.22,3.55,1,6.12,0.99,4.36,4.57,52.44,100.0,0.0,0.46,0.78,0.7,0.64,0.17,6.24,35,43,1.64,6,1,2706.04,5,5.96,7.48,8.09,29.41,5.03,5.98,0.0,38,7
26,Female,84850,6.67,3,10,7.01,1.22,0.36,9,6.31,6.41,6.27,5.13,85.86,65.13,5.29,0.78,0.18,0.72,0.07,0.33,2.52,8,314,1.6,7,0,76.57,8,5.9,3.2,3.87,22.58,7.1,5.24,4.34,48,4
22,Male,111273,1.24,23,12,6.82,0.74,0.6,3,7.33,2.48,5.36,7.24,90.56,83.16,0.0,0.44,0.15,0.57,0.73,0.39,11.8,40,495,1.35,10,1,164.87,4,2.59,4.44,7.71,23.77,2.23,3.54,4.02,16,5
20,Male,47021,0.42,13,2,5.3,3.86,2.61,3,1.02,5.02,6.08,6.18,66.04,45.81,1.39,0.63,0.16,0.22,0.3,0.35,4.32,22,225,0.87,6,0,2.69,0,3.3,5.6,4.01,27.87,4.16,6.9,2.16,30,4
47,Female,34439,2.09,13,10,7.53,1.53,1.33,4,7.0,1.99,6.42,4.36,48.22,91.02,1.68,0.25,0.28,0.06,0.67,0.59,5.05,44,19,1.52,9,1,709.89,6,2.0,3.03,6.64,25.73,12.34,5.32,2.82,76,5
31,Male,106365,0.39,16,3,7.24,1.45,1.42,1,8.94,3.94,6.53,6.28,57.11,54.4,0.0,0.55,0.19,0.32,0.6,0.32,8.28,36,11,1.91,1,0,636.35,1,2.17,4.79,7.81,26.31,6.97,8.61,4.2,80,3
29,Male,102322,8.81,14,16,5.83,2.36,11.35,5,3.55,3.84,7.4,0.0,72.81,46.76,7.08,0.35,0.33,0.48,0.63,0.33,1.74,7,455,4.33,10,0,642.24,8,6.7,1.66,6.89,30.7,10.53,10.0,6.0,75,4
45,Male,5633,7.94,28,20,8.12,0.87,1.69,2,2.81,0.0,4.76,1.05,49.4,86.77,4.27,0.18,0.73,0.6,0.87,0.16,7.84,0,87,3.55,3,1,658.48,4,5.18,1.72,4.54,21.39,8.51,5.84,2.23,1,4
18,Male,95456,7.42,36,1,10.37,1.87,1.77,6,4.6,2.32,5.53,4.47,76.37,54.27,5.91,0.53,0.26,0.27,0.72,0.55,8.13,5,298,5.17,2,1,30.5,0,3.81,4.01,3.92,33.14,10.99,8.55,3.9,50,1
30,Male,126903,3.98,7,20,5.48,8.61,0.91,8,5.97,2.08,5.6,7.93,59.63,77.87,1.95,0.79,0.15,0.48,0.49,0.52,10.72,39,315,1.74,2,1,340.74,10,2.72,4.24,6.59,26.38,6.21,6.43,6.12,59,8
20,Male,115996,1.55,34,23,4.33,2.71,2.48,3,3.39,3.63,5.94,4.05,84.81,64.63,0.0,0.07,0.49,0.38,0.67,0.37,6.94,0,130,1.3,4,0,396.79,3,2.63,6.11,8.56,28.15,2.3,6.57,4.07,81,10
36,Male,66529,5.84,1,9,6.56,2.53,6.81,2,6.75,3.88,3.12,3.53,95.53,50.7,6.12,0.16,0.19,0.32,0.46,0.93,5.8,1,351,2.64,0,1,142.19,1,3.02,3.84,6.47,29.84,9.07,6.09,4.25,72,2
36,Male,74998,5.46,17,21,7.32,1.8,1.68,1,5.2,9.04,5.54,5.84,66.92,68.35,2.75,0.33,0.18,0.53,0.63,0.95,7.11,32,317,2.06,7,0,806.86,5,8.54,5.11,7.02,19.08,11.99,3.67,4.3,39,6
15,Male,115521,3.82,33,16,6.81,11.31,6.03,6,6.19,6.54,2.56,8.38,64.32,67.27,2.6,0.8,0.52,0.75,0.78,0.75,8.32,8,39,1.04,3,0,40.02,7,5.06,8.18,7.52,25.9,9.12,3.69,1.75,43,2
42,Female,81016,16.02,32,3,5.18,6.04,7.33,7,4.64,7.93,3.68,6.81,57.07,71.01,10.0,0.53,0.23,0.53,0.33,0.19,5.52,17,478,2.97,0,1,158.75,7,6.23,5.23,3.87,24.4,17.3,7.04,2.44,6,10
56,Female,120361,5.06,34,16,5.95,1.11,1.74,8,5.54,9.78,4.02,6.15,76.9,99.4,3.76,0.78,0.08,0.58,0.34,0.77,2.16,45,316,0.2,7,0,394.75,0,0.68,2.61,3.76,23.34,8.29,6.13,5.84,76,7
19,Female,138253,6.21,11,7,7.49,0.21,0.39,1,5.69,8.28,4.92,1.3,76.6,68.34,4.87,0.42,0.72,0.09,0.69,0.32,5.66,8,215,1.48,1,1,356.36,6,3.97,6.8,7.56,23.52,8.17,5.4,3.62,72,4
41,Male,145370,2.21,6,12,6.89,5.95,0.12,8,6.17,3.96,4.82,8.12,62.98,53.76,1.89,0.64,0.26,0.32,0.78,0.45,7.51,23,377,1.08,7,0,158.71,1,5.88,8.86,7.88,21.65,5.83,8.78,5.83,99,9
50,Male,149072,3.25,37,21,8.55,0.1,2.02,4,6.35,5.32,3.58,3.24,58.94,84.03,2.49,0.58,0.27,0.2,0.37,0.22,7.21,30,447,0.77,9,0,365.55,2,2.23,5.53,4.26,24.83,10.11,5.44,0.0,94,6
28,Male,128861,0.88,24,15,6.31,1.04,1.44,8,1.01,2.04,5.1,9.62,51.62,84.44,0.0,0.21,0.33,0.16,0.91,0.38,9.02,12,100,1.45,7,1,797.4,3,4.31,2.73,8.34,27.54,4.5,7.31,3.45,17,10
20,Male,122252,4.0,27,16,6.98,0.93,0.05,2,5.19,5.71,6.59,8.37,70.36,67.09,3.93,0.7,0.25,0.15,0.38,0.69,1.37,13,46,0.74,6,0,752.34,2,5.41,2.37,8.95,25.67,6.25,7.48,4.93,54,10
48,Female,100718,1.85,14,17,8.0,0.99,4.68,3,4.1,2.59,7.44,6.98,67.27,44.28,1.72,0.41,0.61,0.62,0.31,0.32,3.87,39,121,1.72,2,1,334.1,2,4.66,4.52,6.85,21.3,6.47,8.69,4.03,59,7
45,Female,26096,3.78,27,16,7.84,1.06,1.62,2,1.86,1.3,7.98,7.89,71.42,70.95,1.9,0.57,0.18,0.61,0.36,0.16,5.56,43,166,6.69,3,0,44.5,2,10.0,4.05,3.38,22.82,7.5,8.48,5.8,30,6
24,Female,101467,8.53,24,19,11.16,0.49,0.41,6,4.58,6.36,5.84,7.7,88.42,62.07,4.41,0.62,0.26,0.49,0.81,0.12,4.23,47,298,1.73,10,0,646.41,1,5.24,8.56,4.58,21.5,14.2,4.16,4.95,84,4
35,Female,109192,4.91,36,21,5.13,1.55,4.65,10,3.21,6.46,3.48,5.82,71.71,83.9,3.47,0.5,0.13,0.04,0.68,0.77,0.35,17,495,2.62,8,0,1300.97,4,4.39,6.79,4.19,20.79,7.1,5.2,3.24,61,4
20,Male,54894,1.77,28,15,7.48,1.59,1.14,10,6.16,4.59,5.36,7.31,65.3,80.85,1.01,0.38,0.68,0.46,0.12,0.1,2.58,46,249,1.1,9,0,305.98,10,3.11,1.87,6.58,23.42,3.6,6.94,3.29,7,4
36,Male,137814,5.81,8,12,4.05,3.71,0.72,7,9.94,0.86,8.59,3.7,83.92,87.75,4.01,0.56,0.16,0.57,0.82,0.58,0.79,39,335,1.32,3,0,268.24,9,4.42,8.35,4.31,31.42,9.15,4.39,4.44,11,9
54,Male,37078,3.39,3,2,8.61,0.45,3.62,5,4.9,6.2,4.89,5.1,55.55,59.84,2.17,0.76,0.57,0.51,0.09,0.67,17.24,44,222,2.64,7,1,302.87,8,8.53,5.41,8.5,28.55,15.99,6.58,4.3,90,10
50,Female,67536,10.82,23,24,8.77,1.0,2.46,6,7.25,4.74,6.51,5.3,57.56,83.16,6.28,0.92,0.25,0.28,0.18,0.86,4.72,26,261,4.41,2,1,124.67,5,6.26,4.77,2.9,27.94,14.58,2.54,0.87,28,2
42,Female,82020,11.56,20,11,7.13,0.12,2.04,7,6.11,0.0,7.28,10.0,66.03,79.19,8.87,0.46,0.32,0.4,0.43,0.68,2.15,4,437,1.56,5,1,250.7,10,1.51,4.02,5.15,29.16,14.64,2.86,4.33,0,5
53,Male,28863,4.22,27,7,6.81,4.54,0.32,10,6.94,7.67,5.12,6.44,51.38,58.43,3.01,0.44,0.65,0.69,0.54,0.6,5.14,31,283,4.16,9,1,35.76,7,2.88,4.9,5.81,23.68,5.07,6.59,3.26,7,8
52,Male,136081,1.32,11,8,5.98,0.16,3.3,10,4.91,8.39,6.51,4.03,72.54,51.99,1.78,0.84,0.07,0.49,0.7,0.26,6.97,45,210,1.32,10,0,106.18,6,3.81,4.45,5.09,22.77,7.05,5.83,6.01,19,3
53,Male,124816,1.18,5,2,6.05,0.09,1.87,9,2.44,6.64,8.03,9.5,82.73,71.13,0.0,0.86,0.26,0.22,0.21,0.13,10.31,37,272,3.19,10,1,457.14,2,5.6,1.65,7.41,21.67,1.25,3.21,5.26,36,3
38,Female,65437,3.88,28,14,7.01,2.61,2.43,2,2.48,6.52,10.0,4.57,67.7,65.38,2.93,0.68,0.55,0.26,0.31,0.94,7.12,49,438,0.76,0,1,282.08,1,4.31,7.18,3.72,30.52,12.63,9.29,1.02,48,3
35,Female,46149,2.5,5,24,6.42,4.36,0.6,2,3.26,5.63,5.54,5.38,79.97,97.88,0.35,0.28,0.57,0.3,0.77,0.46,5.72,2,20,0.63,5,1,1288.59,5,4.9,5.9,5.3,29.64,6.13,2.58,0.0,47,7
15,Female,93341,3.17,25,19,5.93,0.19,4.7,3,2.29,10.0,7.46,4.77,55.74,66.25,2.15,0.56,0.15,0.7,0.74,0.6,10.21,35,324,0.68,9,1,937.73,6,5.8,3.64,7.81,16.64,7.68,5.69,6.44,67,4
48,Male,54207,2.61,26,3,8.1,0.78,1.95,7,6.41,2.81,8.74,6.87,74.24,78.23,2.82,0.65,0.2,0.62,0.45,0.77,4.04,5,333,0.95,9,0,1154.4,9,3.29,6.94,5.49,25.35,6.28,7.71,2.47,29,7
18,Male,107471,1.02,30,4,8.07,0.58,1.76,10,7.38,3.16,8.1,8.49,47.39,49.25,1.41,0.74,0.3,0.21,0.71,0.5,13.37,40,217,6.71,8,1,525.0,8,4.32,4.08,4.59,23.78,2.91,6.25,5.0,32,9
13,Female,52565,9.39,23,10,6.34,3.04,5.4,5,5.47,3.35,6.79,7.64,66.05,89.9,8.41,0.82,0.26,0.2,0.52,0.23,4.65,19,88,2.5,2,1,941.31,10,5.58,7.35,5.14,27.41,10.98,3.36,8.0,43,1
20,Other,142240,3.74,17,2,6.67,5.22,0.6,4,6.76,5.57,3.85,6.1,84.82,75.02,2.06,0.32,0.11,0.37,0.27,0.93,7.94,0,119,1.78,3,1,34.43,4,3.12,6.84,6.25,20.18,7.65,4.1,4.68,91,2
44,Male,36381,2.61,7,5,7.78,2.03,0.04,3,1.05,5.66,3.85,7.4,58.19,88.29,2.68,0.49,0.13,0.27,0.13,0.73,2.18,1,40,3.38,5,1,490.18,7,4.95,3.38,5.99,23.3,7.2,6.73,1.89,34,8
59,Female,68682,1.71,12,14,4.56,6.71,0.12,3,5.26,6.02,8.74,4.04,78.52,76.37,2.64,0.05,0.37,0.26,0.53,0.29,10.98,10,300,3.21,3,1,1509.46,0,3.22,4.97,3.28,22.17,4.4,4.23,3.78,35,6
57,Female,22497,6.76,25,0,7.87,5.47,2.45,1,6.81,7.32,4.77,6.42,55.38,89.22,5.22,0.66,0.26,0.39,0.61,0.39,2.9,25,90,1.22,3,1,105.45,4,2.62,4.54,5.35,29.66,7.04,6.21,4.02,80,6
54,Male,59711,11.5,15,11,7.9,0.92,4.08,5,5.44,1.26,7.84,4.89,53.31,74.44,7.45,0.65,0.23,0.53,0.3,0.63,13.06,24,210,2.39,3,1,549.32,3,6.68,2.6,5.19,25.71,13.0,7.17,6.18,4,5
29,Male,116581,2.57,28,14,5.95,2.62,4.7,2,4.75,4.65,5.86,8.34,83.02,58.02,1.14,0.71,0.13,0.14,0.46,0.7,0.49,40,333,1.27,8,1,562.88,0,4.71,5.29,3.53,24.86,5.06,5.72,5.57,45,4
35,Female,38813,6.36,20,19,6.66,4.48,6.93,7,5.76,2.37,6.96,5.75,62.9,84.48,6.95,0.38,0.39,0.43,0.42,0.12,14.81,39,498,6.54,5,0,916.51,10,6.37,6.12,6.62,21.39,14.91,7.84,6.19,65,9
45,Male,104003,3.25,12,24,6.91,2.07,2.42,2,6.32,9.61,9.63,7.01,89.84,77.38,2.52,0.42,0.12,0.21,0.27,0.59,6.98,27,373,1.03,3,0,557.63,9,4.9,6.53,4.32,25.45,5.45,6.85,3.61,64,6
39,Female,122047,2.35,27,17,6.37,1.4,0.38,9,6.07,0.0,7.5,8.0,62.42,79.48,1.74,0.58,0.41,0.51,0.11,0.57,8.16,27,425,3.06,8,0,425.52,9,2.18,7.62,5.12,21.25,3.77,1.52,2.18,7,9
56,Other,14883,0.65,14,3,6.43,2.12,0.07,1,5.36,3.25,4.07,5.37,90.3,74.71,2.08,0.63,0.12,0.71,0.59,0.79,10.77,16,143,2.89,8,1,513.02,7,3.95,3.79,3.57,33.16,3.54,3.29,2.28,23,9
19,Female,64822,1.16,28,18,6.01,0.0,0.81,8,1.84,2.53,5.21,7.85,68.27,57.33,2.41,0.52,0.33,0.48,0.75,0.16,5.67,47,292,0.87,9,0,1046.72,2,5.16,5.79,8.4,29.85,3.4,7.44,2.38,33,2
45,Male,128132,3.15,35,10,6.68,0.62,0.43,9,3.27,3.83,4.54,5.25,76.26,87.47,2.63,0.4,0.25,0.43,0.66,0.82,0.64,28,89,2.09,0,0,834.65,4,4.39,4.91,2.21,24.79,4.46,3.15,2.58,87,6
44,Female,8960,0.76,5,16,5.89,2.37,2.08,4,4.89,8.57,3.82,10.0,60.03,77.16,0.0,0.79,0.33,0.25,0.4,0.21,2.23,45,40,1.67,10,1,259.83,3,7.43,2.3,7.27,24.33,5.94,4.74,3.11,61,7
54,Male,24751,7.99,1,11,4.58,0.51,6.1,4,3.8,0.43,4.31,7.1,28.76,59.0,4.72,0.86,0.24,0.71,0.11,0.09,2.56,43,196,5.65,5,0,272.42,5,8.46,5.58,2.68,18.29,9.06,4.41,3.79,43,5
48,Male,78809,1.27,28,24,8.16,3.99,2.74,1,5.52,4.08,4.75,4.79,54.56,45.61,0.65,0.32,0.09,0.69,0.34,0.59,12.87,19,13,1.28,9,1,136.96,7,4.0,6.85,4.29,20.39,1.78,5.14,0.34,5,5
48,Female,98532,2.45,9,8,8.56,3.59,5.0,4,4.28,7.42,3.94,4.72,45.73,70.79,2.12,0.73,0.19,0.34,0.19,0.33,8.08,43,46,0.83,10,0,1483.37,8,3.25,4.19,5.71,26.88,7.5,8.21,6.34,10,7
35,Female,107619,2.77,4,10,5.36,1.94,0.48,6,1.32,8.96,8.25,6.27,67.47,68.03,1.95,0.13,0.21,0.79,0.68,0.64,18.78,1,102,4.71,8,0,18.14,0,6.87,7.86,7.82,23.57,5.06,3.19,0.18,38,6
56,Male,119942,5.39,22,18,9.9,1.91,1.75,3,4.91,4.93,4.6,4.24,72.92,70.38,4.19,0.62,0.18,0.47,0.68,0.74,7.91,1,10,0.5,7,0,802.28,1,6.14,5.24,4.83,22.47,11.6,3.43,3.45,41,3
27,Male,81933,0.62,1,10,7.62,0.27,0.54,4,5.54,4.06,9.27,6.02,60.81,31.01,0.89,0.7,0.23,0.27,0.63,0.66,5.45,39,125,1.19,1,1,1016.69,8,4.99,3.22,7.58,29.69,3.45,1.56,6.6,8,4
